JapneseName,EnglishName,TotalRating,NearstStation,FoodCategory,LunchRating,DinnerRating,ReviewCounts,Dishes,Service,Atmosphere,Cost performance,Drink
根津松本,Nezumatsumoto,3.73,Nezu,Other,3.09,3.73,24,3.78,3.72,3.62,3.58,3.05
銀座みやま,Ginzamiyama,3.73,Shimbashi,Steak,3.73,-,12,3.73,3.67,3.68,3.61,3.60
セントル　ザ・ベーカリー,CENTRE THE BAKERY,3.72,Ginza Itchome,Bread,3.55,3.70,740,3.73,3.58,3.59,3.58,3.58
ピエール・エルメ・パリ Aoyama,PIERRE HERME PARIS,3.72,Omote Sando,Cake,3.57,3.71,629,3.74,3.62,3.68,3.54,3.55
アーンドラ・キッチン,Andhra Kitchen,3.72,Okachimachi,India cuisine,3.79,3.63,512,3.72,3.59,3.58,3.60,3.57
ツッカベッカライ カヤヌマ,Tsukkabekkaraikayanuma,3.72,Tameike Sanno,Cake,3.41,3.72,369,3.72,3.58,3.61,3.52,3.04
うかい鳥山,Ukaitoriyama,3.72,Takaosanguchi,Kaiseki (Traditional Japanese),3.70,3.63,353,3.66,3.86,4.21,3.67,3.59
アイコウシャ,I-Kousya,3.72,Suidobashi,Burger,3.61,3.68,340,3.76,3.58,3.59,3.58,3.58
ガラムマサラ,Garamumasara,3.72,Kyodo,India cuisine,3.77,3.59,321,3.73,3.62,3.59,3.69,3.59
松翁,Matsuou,3.72,Jimbocho,Soba,3.77,3.66,311,3.73,3.56,3.58,3.58,3.64
肉山,Nikuyama,3.72,Kichijoji,Other meat dishes,3.73,3.63,301,3.71,3.60,3.58,3.92,3.60
八王子うかい亭,Hachioujiukaitei,3.72,Keio Hachioji,Teppanyaki,3.70,3.65,235,3.73,3.79,3.86,3.59,3.59
川栄,Kawaei,3.72,Akabane,Unagi (Freshwater eel),3.72,3.63,229,3.77,3.59,3.58,3.61,3.58
馬来西亜マレー,Mareshiamare,3.72,Soshigaya Okura,Southeast Asian cuisine (and others),3.63,3.73,200,3.71,3.72,3.67,3.69,3.52
豊田屋,Toyodaya,3.72,Hirai,Izakaya (Tavern),3.72,-,197,3.75,3.58,3.59,4.20,3.51
ピアッティ カステリーナ,Piatthikasuterina,3.72,Kagurazaka,Italian,3.67,3.61,185,3.69,3.60,3.59,3.76,3.61
MOTIF,mothi-fu,3.72,Tokyo,French,3.61,3.77,160,3.74,3.61,3.73,3.60,3.58
蕎麦懐石 無庵,Muan,3.72,Tachikawa Kita,Soba,3.68,3.64,151,3.70,3.63,3.91,3.63,3.61
GINZA 水野,Ginzamizuno,3.72,Ginza Itchome,Kaiseki (Traditional Japanese),3.74,3.69,150,3.73,3.61,3.60,3.78,3.60
ほっこり中華そば もつけ,Hokkorichuukasobamotsuke,3.72,Hachioji,Ramen,3.58,3.70,147,3.75,3.59,3.59,3.59,3.01
砂の岬,Sunanomisaki,3.72,Sakura Shimmachi,Indian curry,3.56,3.72,136,3.73,3.66,3.63,3.58,3.57
ローブリュー,LAUBURU,3.72,Omote Sando,French,3.72,-,124,3.72,3.59,3.63,3.59,3.57
うかい竹亭,Ukaichikutei,3.72,Takaosanguchi,Kaiseki (Traditional Japanese),3.65,3.68,122,3.69,3.79,3.90,3.58,3.58
銀座 六覺燈,ginzarokukakutei,3.72,Ginza,Kushi-age (Fried Skewer),3.73,3.31,115,3.74,3.67,3.60,3.57,3.73
うな藤,Unafuji,3.72,Kami Igusa,Unagi (Freshwater eel),3.66,3.73,106,3.72,3.58,3.58,3.59,3.57
ケイブ バー,CAVE BAR,3.72,Takadanobaba,French,3.72,3.06,88,3.72,3.58,3.58,3.77,3.63
越後屋若狭,Echigoyawakasa,3.72,Hamacho,Japanese sweets,3.62,3.70,88,3.71,3.58,3.68,3.56,3.03
ビフテキのカワムラ 銀座店,Bifutekinokawamura,3.72,Ginza,Steak,3.69,3.58,84,3.73,3.66,3.62,3.58,3.54
キュイジーヌ エ ヴァン アルル,Cuisine et vin aruru,3.72,Shinsen,Bistro,3.84,3.54,79,3.77,3.63,3.62,3.58,3.63
IBAIA,Ibaia,3.72,Higashi Ginza,Steak,3.72,-,75,3.66,3.58,3.58,3.65,3.58
BAR オーパ 銀座,Baopa,3.72,Ginza Itchome,Bar,3.72,-,74,3.63,3.65,3.66,3.60,3.67
"Terres de Truffes, Tokyo",Terudotoryufutoukyou,3.72,Gaiemmae,French,3.65,3.63,71,3.72,3.61,3.68,3.58,3.58
鎌倉山 銀座店,Kamakurayama,3.72,Ginza,Western (Others),3.74,3.51,71,3.73,3.63,3.65,3.01,3.58
日本料理 TAKEMOTO,Nihonryouritakemoto,3.72,Daikan yama,Kaiseki (Traditional Japanese),3.73,3.34,60,3.69,3.58,3.56,3.58,3.59
ポンドールイノ,Pont d'Or Inno,3.72,Mitsukoshimae,French,3.61,3.69,57,3.68,3.70,3.71,3.63,3.62
岡半,Okahan,3.72,Kojimachi,Sukiyaki,3.74,3.59,53,3.73,3.77,3.63,3.58,3.58
ヒロヤ,Hiroya,3.72,Gaiemmae,Creative cuisine,3.72,-,46,3.72,3.59,3.59,3.59,3.65
サーモンアンドトラウト,salmon&trout,3.72,Setagaya Daita,Kappo (Traditional Japanese),3.72,-,44,3.75,3.61,3.59,3.69,3.72
ガスライト 霞ヶ関本店,GASLIGHT,3.72,Kokkai Gijidomae,Bar,3.72,-,35,3.58,3.60,3.59,3.56,3.63
まにわ,Maniwa,3.72,Asagaya,Kappo (Traditional Japanese),3.72,-,35,3.71,3.66,3.61,3.87,3.63
日本料理 銀座 一,Nihonryouriginzaninomae,3.72,Ginza,Kaiseki (Traditional Japanese),3.72,-,34,3.66,3.59,3.66,3.59,3.59
藤吉,Toukichi,3.72,Kinshicho,Suppon (Soft-shelled Turtle),3.72,3.50,30,3.71,3.64,3.55,3.63,3.56
鮨 橋口,Sushihashiguchi,3.72,Asakusa,Sushi,3.72,3.60,29,3.72,3.72,3.76,3.68,3.59
江戸前 寿し政 別館,Edomaesushimasa,3.72,Asakusabashi,Sushi,3.72,3.08,29,3.72,3.74,3.58,3.70,3.57
珀狼,Hakurou,3.72,Hiro o,Italian,3.72,-,27,3.66,3.81,3.81,3.65,3.75
まめたん,Mametan,3.72,Nezu,Kappo (Traditional Japanese),3.84,3.63,26,3.63,3.80,3.61,3.96,3.67
秋田料理 五城目,Akitaryourigojoume,3.72,Mejiro,Izakaya (Tavern),3.72,-,21,3.63,3.61,3.58,3.60,3.59
酒向Ｂａｒ,Sakouba,3.72,Shimbashi,Bar,3.72,-,14,3.58,3.61,3.69,3.60,3.73
たん焼 忍,Tanyakishinobushinobu,3.71,Yotsuya Sanchome,Gyutan (Beef tongue),3.71,3.04,451,3.74,3.58,3.55,3.58,3.55
はせ川,Hasegawa,3.71,Ryogoku,Tonkatsu (Pork cutlet),3.72,3.63,394,3.72,3.58,3.58,3.59,3.54
黒猫夜,Kuronekoyoru,3.71,Akasaka Mitsuke,Chinese,3.77,3.61,352,3.71,3.59,3.60,3.66,3.77
ラーメン二郎 ひばりヶ丘駅前店,Ramenjirou,3.71,Hibarigaoka,Ramen,3.59,3.65,309,3.73,3.58,3.58,3.66,3.12
シノワ 渋谷店,Chinois,3.71,Shibuya,French,3.70,3.73,305,3.63,3.75,3.78,3.61,3.96
ちもと,Chimoto,3.71,Toritsu Daigaku,Japanese sweets,3.11,3.70,294,3.70,3.59,3.61,3.59,3.59
ロートンヌ 秋津本店,Rotonnu,3.71,Shin Akitsu,Cake,3.52,3.70,293,3.71,3.61,3.59,3.59,3.12
トラットリア　グランボッカ,TRATTORIA GRAN BOCCA,3.71,Iidabashi,Italian,3.89,3.59,285,3.73,3.72,3.67,3.75,3.63
中国酒家 大三元,Chuugokushukadaisangen,3.71,Kinshicho,Cantonese Cuisine,3.76,3.69,247,3.73,3.58,3.58,3.59,3.56
四川,Shisen,3.71,Shirokanedai,Sichuan Cuisine,3.78,3.61,212,3.71,3.64,3.68,3.59,3.58
エムコイデ,m.koide,3.71,Jiyugaoka,Cake,3.59,3.70,196,3.74,3.62,3.59,3.58,3.08
リストランテ ダ ニーノ,RistorantedaNIno,3.71,Nogizaka,Italian,3.66,3.71,184,3.79,3.63,3.63,3.58,3.62
リストランテ・ホンダ,RISTORANTE HONDA,3.71,Gaiemmae,Italian,3.63,3.74,177,3.67,3.58,3.59,3.59,3.62
やきとん ひょっとこ,Hyottoko,3.71,Ningyocho,Grilled pork,3.69,3.31,137,3.71,3.58,3.58,3.61,3.58
お好み焼き 福竹,Okonomiyakifukutake,3.71,Hasunuma,Okonomiyaki,3.70,3.19,126,3.70,3.63,3.56,3.60,3.58
そば 法師人,sobahoushito,3.71,Sakuradai,Soba,3.68,3.64,122,3.72,3.63,3.61,3.68,3.68
パティスリー　ジュンウジタ,Patisserie JUN UJITA,3.71,Toritsu Daigaku,Cake,3.51,3.72,121,3.71,3.58,3.59,3.58,3.58
IZAKAYA VIN,Izakayaban,3.71,Shibuya,Wine bar,3.71,-,115,3.59,3.58,3.53,3.58,3.77
銀座 とよだ,Toyoda,3.71,Ginza,Kaiseki (Traditional Japanese),3.74,3.61,108,3.68,3.61,3.61,3.61,3.59
肉料理 それがし,Nikuryourisoregashi,3.71,Gotanda,Other meat dishes,3.71,-,56,3.71,3.59,3.61,3.58,3.65
紀風,Kifuu,3.71,Ebisu,Kaiseki (Traditional Japanese),3.66,3.66,41,3.71,3.61,3.63,3.57,3.58
animism bar 鎮守の森,animizumuba-chinjunomori,3.71,Yotsuya Sanchome,Izakaya (Tavern),3.71,-,37,3.70,3.60,3.58,3.58,3.85
Kuma3,Kumasan,3.71,Ginza,Kaiseki (Traditional Japanese),3.68,3.52,35,3.70,3.70,3.67,3.61,3.65
デトレゾン,D'êtraison,3.71,Jiyugaoka,French,3.77,3.53,21,3.71,3.71,3.58,3.58,3.68
BAR ANTHEM,Ansemu,3.71,Ginza,Bar,3.71,-,18,3.71,3.58,3.58,3.58,3.71
六寛,Rokkan,3.71,Tsukiji,Kappo (Traditional Japanese),3.71,-,17,3.70,3.61,3.63,3.59,3.62
くすのき,Kusunoki,3.71,Shinjuku,Tempura,3.71,3.06,14,3.72,3.69,3.69,3.56,3.69
根津雙柿庵,nedusoushian,3.71,Nezu,Soba,3.62,3.58,12,3.71,3.74,3.72,3.61,3.66
鮨心,Sushikokoro,3.71,Ushigome Kaguraz,Sushi,3.71,-,10,3.71,3.74,3.72,3.55,3.58
Bar シャーロック,Basharokku,3.71,Ginza,Bar,3.71,-,9,3.71,3.71,3.70,3.70,3.72
聖林館,Seirinkan,3.70,Naka Meguro,Pizza,3.65,3.72,621,3.70,3.51,3.58,3.55,3.54
モンサンクレール,Mont St Clair,3.70,Jiyugaoka,Cake,3.50,3.70,568,3.71,3.59,3.59,3.58,3.31
東京 芝 とうふ屋うかい,toukyoushibatoufuyaukai,3.70,Akabanebashi,Kaiseki (Traditional Japanese),3.66,3.71,567,3.65,3.89,4.20,3.59,3.59
ニューヨーク・グリル,Niyokuguriru,3.70,Hatsudai,American,3.59,3.71,463,3.72,3.76,3.96,3.57,3.63
トラットリア タンタボッカ,trattoria Tanta Bocca,3.70,Kita Sando,Italian,3.87,3.61,391,3.71,3.63,3.61,3.62,3.59
エーエス クラシックス ダイナー KOMAZAWA,AS CLASSICS DINER,3.70,Komazawa Daigaku,Burger,3.77,3.59,365,3.69,3.59,3.59,3.58,3.58
資生堂パーラー 銀座本店,Shiseidoupara,3.70,Shimbashi,Western Cuisine,3.69,3.67,320,3.68,3.66,3.87,3.58,3.59
らーめん改,Ramenkai,3.70,Kuramae,Ramen,3.68,3.69,237,3.73,3.61,3.60,3.60,3.63
初小川,Hatsuogawa,3.70,Asakusa,Unagi (Freshwater eel),3.63,3.67,190,3.68,3.58,3.61,3.62,3.55
ア コテ パティスリー,A Cote Patisserie,3.70,Shirokanedai,Cake,3.52,3.70,190,3.72,3.42,3.44,3.51,3.08
ビューアンドダイニングザスカイ,VIEW & DINING THE Sky,3.70,Nagatacho,Buffet style,3.65,3.67,183,3.71,3.59,3.72,3.58,3.57
手打ち蕎麦 銀杏,teuchisobaginnan,3.70,Nishi Ojima,Soba,3.61,3.66,169,3.68,3.58,3.59,3.58,3.59
中華そば 満鶏軒,chuukasobamanchi-ken,3.70,Kinshicho,Ramen,3.64,3.65,169,3.75,3.60,3.60,3.60,3.56
うなぎ秋本,unagiakimoto,3.70,Kojimachi,Unagi (Freshwater eel),3.82,3.62,161,3.72,3.60,3.60,3.59,3.52
マルタケ,Marutake,3.70,Shin Ochanomizu,Yakiniku (BBQ Beef),3.73,3.41,158,3.70,3.51,3.49,3.67,3.58
中華蕎麦にし乃,Chuukasobanishino,3.70,Hongo Sanchome,Ramen,3.54,3.72,148,3.70,3.59,3.59,3.58,3.33
焼鳥 はちまん,yakitorihachiman,3.70,Waseda,Yakitori (Grilled chicken),3.70,-,135,3.70,3.58,3.58,3.98,3.61
鶏こく中華 すず喜,Torikokuchuukasuzuki,3.70,Mitaka,Ramen,3.08,3.68,134,3.73,3.59,3.57,3.59,3.10
米福,Komefuku,3.70,Ebisu,Japanese food (other),3.70,-,126,3.72,3.58,3.58,3.53,3.58
銀座 王十里,Ginzaojuri,3.70,Higashi Ginza,Horumon (BBQ Offel),3.70,3.01,126,3.71,3.58,3.58,3.50,3.51
かがやき,Kagayaki,3.70,Minowa,Shabu Shabu (Japanese Steamboat),3.68,3.09,112,3.66,3.58,3.55,3.93,3.68
Ostu,Osuto,3.70,Yoyogi Hachiman,Italian,3.71,3.77,104,3.70,3.60,3.60,3.63,3.59
鳥栄,Toriei,3.70,Yushima,Fowl,3.70,-,101,3.68,3.59,3.98,3.46,3.17
SONKA,Sonka,3.70,Minami Asagaya,Bread,3.07,3.70,100,3.66,3.58,3.58,3.58,3.50
広尾はしづめ,Hashidume,3.70,Hiro o,Chinese,3.77,3.61,99,3.68,3.64,3.59,3.60,3.58
築地トゥットベーネ,Tsukijitottobene,3.70,Tsukiji,Pizza,3.84,3.61,94,3.64,3.59,3.58,3.61,3.59
手打蕎麦 まるやま,teuchisobamaruyama,3.70,Daitabashi,Soba,3.61,3.66,89,3.70,3.59,3.57,3.58,3.58
キッチャーノ,CHICCIANO,3.70,Akasaka,Italian,3.85,3.61,84,3.75,3.59,3.65,3.60,3.61
らぁ麺やまぐち,Ramenyamaguchi,3.70,Omokagebashi,Ramen,3.59,3.68,81,3.70,3.58,3.61,3.57,3.10
ル・パラン,Ruparan,3.70,Shinjuku Sanchom,Bar,3.70,-,78,3.58,3.63,3.75,3.58,3.72
KINOE,Kinoe,3.70,Ebisu,Italian,3.69,3.75,65,3.71,3.75,3.62,3.58,3.59
晩鶏,Bancho,3.70,Nogizaka,Yakitori (Grilled chicken),3.70,-,58,3.73,3.63,3.65,3.63,3.73
あそび割烹 さん葉か,asobikappousambaka,3.70,Bakurocho,Kappo (Traditional Japanese),3.65,3.65,58,3.70,3.62,3.58,3.77,3.59
すきやばし 次郎 六本木ヒルズ店,Sukiyabashi Jiro,3.70,Roppongi,Sushi,3.53,3.69,56,3.71,3.58,3.58,3.58,3.57
神楽坂 ヴェーリ,Kagurazaka Veri,3.70,Kagurazaka,Italian,3.61,3.78,56,3.67,3.63,3.60,3.58,3.65
ジュー ドゥ マルシェ,Judomarushe,3.70,Akebonobashi,French,3.74,3.73,49,3.70,3.58,3.58,3.72,3.58
鮨處やまだ,Sushidokoroyamada,3.70,Uchisaiwaicho,Sushi,3.70,3.06,48,3.66,3.59,3.55,3.65,3.58
六覺燈 麻布十番店,Rokkakutei,3.70,Azabu Juban,Kushi-age (Fried Skewer),3.70,-,41,3.70,3.72,3.74,3.53,3.66
カルパシ,Kalpasi,3.70,Chitose Funabash,Indian curry,3.69,3.52,40,3.70,3.59,3.63,3.57,3.58
おそうざいと煎餅もんじゃ さとう,Osouzaitosembeimonjasatou,3.70,Yoyogi Koen,Delicatessen,3.70,3.06,37,3.72,3.59,3.58,3.58,3.57
寿製麺 よしかわ 西台駅前店,Kotobukiseimenyoshikawa,3.70,Nishidai,Ramen,3.48,3.68,35,3.70,3.59,3.58,3.58,3.24
BOLT,BOLT,3.70,Ushigome Kaguraz,Bistro,3.70,-,29,3.70,3.61,3.58,3.61,3.61
大貫,Oonuki,3.70,Fujimidai,Izakaya (Tavern),3.70,-,29,3.71,3.66,3.58,3.61,3.62
カーエム,KM,3.70,Shimbashi,French,3.70,3.08,28,3.70,3.59,3.58,3.67,3.55
光壽おおやま,Koujuooyama,3.70,Oyama,Kappo (Traditional Japanese),3.70,-,23,3.68,3.75,3.68,3.78,3.84
バー シェイク,Bar Shake,3.70,Ginza,Bar,3.70,-,22,3.58,3.58,3.58,3.58,3.79
赤坂 らいもん,Akasakaraimon,3.70,Akasaka Mitsuke,Beef dishes,3.52,3.62,22,3.61,3.58,3.58,3.58,3.58
志そ鳥,Shisochou,3.70,Nishi Ogikubo,Yakitori (Grilled chicken),3.70,-,20,3.70,3.58,3.58,3.58,3.58
十番 無鴨黒,Na camo guro,3.70,Azabu Juban,Chinese,3.70,-,17,3.70,3.60,3.76,3.58,3.72
バー レガシー,BAR LEGACY,3.70,Shibuya,Bar,3.70,-,10,3.67,3.58,3.67,3.58,3.67
ウルフギャング・ステーキハウス 六本木,Wolfgang's Steakhouse,3.69,Roppongi,Steak,3.71,3.59,476,3.70,3.65,3.63,3.53,3.59
RAMEN CiQUE,ra-menchikyuu,3.69,Minami Asagaya,Ramen,3.61,3.68,472,3.70,3.58,3.59,3.58,3.14
中華蕎麦 蘭鋳,chuukasobaranchuu,3.69,Honancho,Ramen,3.61,3.70,265,3.71,3.58,3.58,3.60,3.07
ジリオ,Jirio,3.69,Shiodome,Italian,3.78,3.68,247,3.68,3.66,3.60,3.59,3.61
ジョンティ,Gentil,3.69,Asakusabashi,Bistro,3.87,3.60,205,3.68,3.58,3.59,3.61,3.61
鰻専門店 愛川,unagisemmontenaikawa,3.69,Takadanobaba,Unagi (Freshwater eel),3.77,3.66,195,3.68,3.61,3.59,3.59,3.37
コーダリー,Caudalie,3.69,Keisei Ueno,French,3.72,3.66,182,3.66,3.65,3.61,3.80,3.66
竹爐山房,Chikurosambou,3.69,Kichijoji,Chinese,3.66,3.64,161,3.72,3.57,3.58,3.58,3.58
レストランひらまつ レゼルヴ,resutoranhiramatsurezeruvu,3.69,Hiro o,French,3.66,3.61,150,3.68,3.70,3.75,3.59,3.66
おはらス・レストラン,Oharasuresutoran,3.69,Osakihirokoji,French,3.68,3.59,123,3.70,3.59,3.61,3.59,3.55
こなから 本店,Konakara,3.69,Ochanomizu,Oden,3.69,-,122,3.70,3.59,3.74,3.51,3.53
鈴木屋,Suzukiya,3.69,Shirokane Takana,Grilled tripe,3.69,3.07,114,3.69,3.58,3.59,3.72,3.58
肉のすずき,Nikunosuzuki,3.69,Asakusa,Yakiniku (BBQ Beef),3.69,-,97,3.68,3.58,3.59,3.63,3.54
食堂とだか,Shokudoutodaka,3.69,Gotanda,Regional Cuisine (Other),3.69,3.04,90,3.73,3.65,3.61,3.90,3.61
うなぎ 平八,Heihachi,3.69,Den en Chofu,Unagi (Freshwater eel),3.72,3.64,89,3.65,3.59,3.59,3.59,3.58
ラ クープ ドール,La Coupe d'Or,3.69,Shirokane Takana,French,3.75,3.61,88,3.66,3.63,3.82,4.17,3.58
泉岳寺前 瀧口,sengakujimaetakiguchi,3.69,Sengakuji,Yakitori (Grilled chicken),3.70,3.46,81,3.68,3.60,3.75,3.65,3.59
楽記,Rakki,3.69,Gaiemmae,Cantonese Cuisine,3.69,3.06,72,3.74,3.59,3.59,3.59,3.61
泰然,TAIZEN,3.69,Shinjuku Gyoemma,Japanese food (other),3.73,3.61,63,3.72,3.65,3.58,3.65,3.64
游,Yuu,3.69,Gaiemmae,Kappo (Traditional Japanese),3.70,3.53,55,3.70,3.58,3.53,3.58,3.63
肉匠堀越,Nikushouhorikoshi,3.69,Hiro o,Yakiniku (BBQ Beef),3.69,3.06,52,3.75,3.61,3.59,3.59,3.63
奈可久,Nakahisa,3.69,Roppongi,Sushi,3.70,3.07,51,3.65,3.72,3.62,3.61,3.58
つきじ治作,Tsukijijisaku,3.69,Tsukiji,Kaiseki (Traditional Japanese),3.70,3.50,51,3.69,3.83,3.85,3.52,3.58
八丈島郷土料理　梁山泊,Hachijoujimakyoudoryouriryouzampaku,3.69,Izu Islands,Izakaya (Tavern),3.70,3.08,42,3.70,3.61,3.60,3.61,3.66
サジヤ,SAjiYA,3.69,Yoyogi Koen,Bistro,3.69,3.03,35,3.62,3.58,3.58,3.61,3.57
青山　仁,Aoyamajin,3.69,Omote Sando,Kappo (Traditional Japanese),3.60,3.72,29,3.69,3.67,3.69,3.63,3.56
ザ ピッツァバー ON 38TH,THE PIZZA BAR ON 38TH,3.69,Mitsukoshimae,Pizza,3.52,3.65,29,3.69,3.69,3.67,3.58,3.54
ソンブルイユ,SOMBREUIL,3.69,Iidabashi,French,3.59,3.58,23,3.68,3.66,3.68,3.68,3.59
すし八左ェ門,Hachizaemon,3.69,Ginza,Sushi,3.69,-,16,3.67,3.57,3.58,3.52,3.07
こうかいぼう,Koukaibou,3.68,Monzen Nakacho,Ramen,3.61,3.69,924,3.66,3.97,3.60,3.63,3.37
中華そば ふくみみ,chuukasobafukumimi,3.68,Bubaigawara,Ramen,3.09,3.68,420,3.69,3.58,3.58,3.65,3.08
うさぎや 本店,Usagiya,3.68,Nihombashi,Japanese sweets,3.17,3.68,375,3.72,3.58,3.58,3.59,3.08
鳥つね自然洞,Toritsuneshizendou,3.68,Suehirocho,Fowl,3.57,3.70,361,3.69,3.56,3.58,3.58,3.50
エリオ・ロカンダ・イタリアーナ,Elio Locanda Italiana,3.68,Hanzomon,Italian,3.65,3.64,331,3.66,3.65,3.71,3.59,3.59
神名備,Kamunabi,3.68,Nishi Nippori,Ramen,3.59,3.68,319,3.68,3.73,3.59,3.34,3.09
いふう,Ifuu,3.68,Naka Meguro,Kappo (Traditional Japanese),3.68,3.03,262,3.69,3.62,3.59,3.01,3.59
ル・ルソール,Le Ressort,3.68,Komaba Todaimae,Bread,3.29,3.68,255,3.70,3.58,3.59,3.58,3.08
遠藤利三郎商店,Endourisaburoushouten,3.68,Oshiage,Bistro,3.68,3.06,244,3.63,3.61,3.65,3.73,3.87
麺 みつヰ,Memmitsui,3.68,Asakusa,Ramen,3.58,3.71,230,3.70,3.63,3.63,3.61,3.61
板前心 菊うら,Itamaegokorokikuura,3.68,Seibu Shinjuku,Kappo (Traditional Japanese),3.72,3.60,224,3.67,3.59,3.59,3.61,3.59
山葵,Wasabi,3.68,Ningyocho,Izakaya (Tavern),3.71,3.58,210,3.68,3.58,3.58,3.63,3.59
うしごろバンビーナ 恵比寿本店,USHIGORO Bambina,3.68,Ebisu,Yakiniku (BBQ Beef),3.68,3.27,192,3.65,3.59,3.58,3.61,3.58
麺庵ちとせ,Menanchitose,3.68,Wakamatsu Kawada,Ramen,3.53,3.66,173,3.65,3.62,3.59,3.58,3.12
焼肉 凛,Yakinikurin,3.68,Tsukishima,Yakiniku (BBQ Beef),3.68,3.04,169,3.70,3.58,3.52,3.50,3.52
ロートンヌ 中野店,L'AUTOMNE,3.68,Shin Egota,Cake,3.56,3.68,160,3.71,3.59,3.62,3.58,3.54
炭火焼肉 牛和鹿,sumibiyakinikuushiwaka,3.68,Monzen Nakacho,Yakiniku (BBQ Beef),3.68,3.00,159,3.69,3.54,3.47,3.56,3.53
焼肉しみず,Yakinikushimizu,3.68,Fudo Mae,Yakiniku (BBQ Beef),3.71,3.09,143,3.79,3.58,3.58,3.61,3.58
ミュージアム 1999 ロアラブッシュ,Museum 1999 Leau a la bouche,3.68,Omote Sando,French,3.59,3.74,126,3.68,3.75,3.81,3.58,3.66
游玄亭 銀座並木通り店,Yuugentei,3.68,Ginza,Yakiniku (BBQ Beef),3.64,3.72,125,3.65,3.63,3.75,3.58,3.58
GRILL UKAI MARUNOUCHI,Guriruukaimarunouchi,3.68,Nijubashimae,French,3.61,3.66,120,3.66,3.63,3.69,3.58,3.55
エンジン,ENGINE,3.68,Ushigome Kaguraz,Chinese,3.61,3.77,114,3.70,3.58,3.59,3.59,3.58
バールアリメンターリ ダニエラ,BAR ALIMENTARI DANIELA,3.68,Shimo Kitazawa,Italian,3.79,3.75,113,3.75,3.59,3.58,3.63,3.59
アヴランシュ・ゲネー,Avranches Guesnay,3.68,Kasuga,Cake,3.32,3.72,112,3.72,3.60,3.64,3.59,3.09
日南,Nichinan,3.68,Gotanda,Izakaya (Tavern),3.68,3.05,105,3.68,3.61,3.61,3.58,3.60
ラトリエ モトゾー,L'atelier MOTOZO,3.68,Ikejiri Ohashi,Cake,3.09,3.69,97,3.68,3.59,3.58,3.58,3.58
ふく田,Fukuden,3.68,Monzen Nakacho,Kappo (Traditional Japanese),3.68,-,91,3.68,3.56,3.56,3.59,3.58
オー・プロヴァンソー,o-purovanso-,3.68,Kojimachi,French,3.51,3.77,90,3.68,3.59,3.58,3.58,3.58
organ,Orugan,3.68,Nishi Ogikubo,Bistro,3.68,-,90,3.68,3.61,3.65,3.65,3.68
ステーキ＆トラットリア カルネジーオ 大手町,Steak&Trattoria Carnesio,3.68,Otemachi,Steak,3.82,3.61,88,3.72,3.70,3.65,3.65,3.68
銀座寿司幸本店,Ginzasushikouhonten,3.68,Ginza,Sushi,3.61,3.68,87,3.68,3.59,3.59,3.51,3.56
神泉 遠藤利三郎商店,Shinsenendourisaburoushouten,3.68,Shinsen,Bistro,3.68,-,86,3.73,3.62,3.65,3.59,3.81
ハインツ・ベック,HEINZ BECK,3.68,Otemachi,Italian,3.73,3.61,75,3.70,3.77,3.77,3.57,3.64
益子,Mashiko,3.68,Shimbashi,Yakitori (Grilled chicken),3.68,-,74,3.68,3.58,3.58,3.59,3.52
歩路庵 中目黒,Pojiannakameguro,3.68,Naka Meguro,Seafood,3.68,-,73,3.66,3.58,3.55,3.59,3.58
文ちゃん,Bunchan,3.68,Iidabashi,Yakitori (Grilled chicken),3.68,-,69,3.69,3.53,3.57,3.52,3.51
あひ鴨一品 鳥安,Aigamoippintoriyasu,3.68,Higashi Nihombas,Fowl,3.68,-,66,3.68,3.57,3.69,3.56,3.53
ロクロナン,LOCRONAN ,3.68,Jiyugaoka,French,3.70,3.61,65,3.68,3.59,3.59,3.74,3.75
喜臨軒,Kirinken,3.68,Ikejiri Ohashi,Chinese,3.71,3.59,62,3.72,3.58,3.58,3.60,3.58
バー キサラ,Bar kisala,3.68,Akasaka,Bar,3.67,3.19,55,3.57,3.61,3.71,3.68,3.68
いまここ,Imakoko,3.68,Shinsen,Kappo (Traditional Japanese),3.71,3.51,53,3.68,3.59,3.59,3.59,3.63
沿露目,Zorome,3.68,Monzen Nakacho,Izakaya (Tavern),3.68,-,43,3.68,3.58,3.59,3.60,3.68
エサンス,ESSENCE,3.68,Mitaka,French,3.74,3.59,42,3.68,3.58,3.59,3.73,3.58
小満津,Komatsu,3.68,Higashi Koenji,Unagi (Freshwater eel),3.64,3.59,40,3.68,3.60,3.58,3.59,3.59
味坊鉄鍋荘,Ajiboutetsunabesou,3.68,Yushima,Chinese,3.68,-,39,3.61,3.58,3.58,3.60,3.58
鮨一新,Sushiisshin,3.68,Asakusa,Sushi,3.68,-,38,3.64,3.89,3.58,3.65,3.58
吉星,Kichisei,3.68,Ningyocho,Kaiseki (Traditional Japanese),3.68,3.09,38,3.69,3.58,3.63,3.60,3.57
てんぷら 真,Tempuramasa,3.68,Ginza,Tempura,3.70,3.54,37,3.66,3.71,3.68,3.59,3.58
焼鶏 しの田,Yakitorishinoda,3.68,Azabu Juban,Yakitori (Grilled chicken),3.68,-,35,3.68,3.58,3.59,3.55,3.58
